DEPARTAMENTO,PROVINCIA,POBLACION,POBLACION_CIENMIL,INDICE,FECHA_RESULTADO,FEMENINO,MASCULINO,TOTAL
CAJAMARCA,CAJAMARCA,388170.0,3.8817,6267.0,2022-04-03,2.0,1.0,3.0
PIURA,MORROPON,173193.0,1.73193,8045.0,2022-04-03,11.0,9.0,20.0
PIURA,PAITA,148289.0,1.48289,8045.0,2022-04-03,2.0,2.0,4.0
AYACUCHO,CANGALLO,32482.0,0.32482,7311.0,2022-04-03,0.0,6.0,6.0
AYACUCHO,HUANTA,97205.0,0.97205,7311.0,2022-04-03,2.0,3.0,5.0
PIURA,HUANCABAMBA,118533.0,1.18533,8045.0,2022-04-03,1.0,8.0,9.0
PIURA,PIURA,894847.0,8.94847,8045.0,2022-04-03,3.0,2.0,5.0
AYACUCHO,LA MAR,75277.0,0.75277,7311.0,2022-04-03,1.0,7.0,8.0
PIURA,AYABACA,127737.0,1.27737,8045.0,2022-04-03,5.0,2.0,7.0
AYACUCHO,SUCRE,9292.0,0.09292,7311.0,2022-04-03,32.0,0.0,32.0
PASCO,PASCO,125164.0,1.25164,8438.0,2022-04-03,2.0,2.0,4.0
PIURA,SECHURA,89597.0,0.89597,8045.0,2022-04-03,3.0,3.0,6.0
AREQUIPA,CAYLLOMA,97458.0,0.97458,14297.0,2022-04-03,2.0,0.0,2.0
PASCO,OXAPAMPA,100561.0,1.00561,8438.0,2022-04-03,3.0,3.0,6.0
PASCO,DANIEL ALCIDES CARRION,46179.0,0.46179,8438.0,2022-04-03,2.0,0.0,2.0
PIURA,SULLANA,341490.0,3.4149,8045.0,2022-04-03,2.0,1.0,3.0
AREQUIPA,CASTILLA,34743.0,0.34743,14297.0,2022-04-03,6.0,3.0,9.0
JUNIN,SATIPO,239105.0,2.39105,9397.0,2022-04-03,12.0,13.0,25.0
MOQUEGUA,MARISCAL NIETO,95551.0,0.95551,25378.0,2022-04-03,6.0,5.0,11.0
SAN MARTIN,MOYOBAMBA,133631.0,1.33631,6713.0,2022-04-03,1.0,1.0,2.0
LORETO,MAYNAS,550551.0,5.50551,5280.0,2022-04-03,0.0,1.0,1.0
LORETO,MARISCAL RAMON CASTILLA,59232.0,0.59232,5280.0,2022-04-03,7.0,7.0,14.0
PUNO,SAN ROMAN,344030.0,3.4403,5378.0,2022-04-03,3.0,4.0,7.0
LIMA,HUAROCHIRI,62381.0,0.62381,14954.0,2022-04-03,6.0,2.0,8.0
ANCASH,POMABAMBA,26675.0,0.26675,10657.0,2022-04-03,52.0,30.0,82.0
PUNO,SANDIA,56088.0,0.56088,5378.0,2022-04-03,2.0,0.0,2.0
CUSCO,QUISPICANCHI,101735.0,1.01735,8384.0,2022-04-03,2.0,0.0,2.0
CUSCO,URUBAMBA,70043.0,0.70043,8384.0,2022-04-03,7.0,4.0,11.0
ANCASH,PALLASCA,24371.0,0.24371,10657.0,2022-04-03,0.0,8.0,8.0
LIMA,CAÑETE,250420.0,2.5042,14954.0,2022-04-03,2.0,0.0,2.0
PUNO,YUNGUYO,37116.0,0.37116,5378.0,2022-04-03,3.0,8.0,11.0
HUANCAVELICA,ACOBAMBA,37503.0,0.37503,6198.0,2022-04-03,5.0,0.0,5.0
HUANCAVELICA,ANGARAES,53901.0,0.53901,6198.0,2022-04-03,0.0,2.0,2.0
LIMA,BARRANCA,151095.0,1.51095,14954.0,2022-04-03,3.0,2.0,5.0
SAN MARTIN,LAMAS,88637.0,0.88637,6713.0,2022-04-03,1.0,0.0,1.0
ANCASH,HUAYLAS,56557.0,0.56557,10657.0,2022-04-03,42.0,39.0,81.0
LAMBAYEQUE,LAMBAYEQUE,340835.0,3.40835,7960.0,2022-04-03,0.0,0.0,0.0
ANCASH,HUARMEY,33066.0,0.33066,10657.0,2022-04-03,45.0,18.0,63.0
HUANCAVELICA,HUANCAVELICA,121265.0,1.21265,6198.0,2022-04-03,7.0,7.0,14.0
CUSCO,PARURO,26644.0,0.26644,8384.0,2022-04-03,8.0,4.0,12.0
CALLAO,CALLAO,1129854.0,11.29854,13426.0,2022-04-03,2.0,2.0,4.0
ANCASH,RECUAY,18085.0,0.18085,10657.0,2022-04-03,17.0,17.0,34.0
LIMA,HUAURA,240717.0,2.40717,14954.0,2022-04-03,7.0,2.0,9.0
CUSCO,ANTA,63131.0,0.63131,8384.0,2022-04-03,2.0,2.0,4.0
APURIMAC,ANDAHUAYLAS,150758.0,1.50758,8848.0,2022-04-03,11.0,10.0,21.0
CUSCO,CALCA,71582.0,0.71582,8384.0,2022-04-03,0.0,3.0,3.0
PUNO,LAMPA,42549.0,0.42549,5378.0,2022-04-03,2.0,0.0,2.0
APURIMAC,ABANCAY,120116.0,1.20116,8848.0,2022-04-03,2.0,3.0,5.0
CUSCO,CANCHIS,106476.0,1.06476,8384.0,2022-04-03,2.0,6.0,8.0
CUSCO,CHUMBIVILCAS,70143.0,0.70143,8384.0,2022-04-03,1.0,0.0,1.0
LIMA,YAUYOS,19665.0,0.19665,14954.0,2022-04-03,0.0,5.0,5.0
PUNO,MELGAR,69693.0,0.69693,5378.0,2022-04-03,3.0,3.0,6.0
ANCASH,YUNGAY,55769.0,0.55769,10657.0,2022-04-03,29.0,22.0,51.0
CUSCO,CUSCO,511019.0,5.11019,8384.0,2022-04-03,5.0,3.0,8.0
LIMA,OYON,17137.0,0.17137,14954.0,2022-04-03,0.0,6.0,6.0
ANCASH,SIHUAS,28630.0,0.2863,10657.0,2022-04-03,49.0,21.0,70.0
LIMA,LIMA,9674755.0,96.74755,14954.0,2022-04-03,5.0,3.0,8.0
PUNO,PUNO,230219.0,2.30219,5378.0,2022-04-03,11.0,18.0,29.0
CUSCO,ESPINAR,62059.0,0.62059,8384.0,2022-04-03,13.0,6.0,19.0
ANCASH,SANTA,474053.0,4.74053,10657.0,2022-04-03,14.0,9.0,23.0
CUSCO,LA CONVENCION,167910.0,1.6791,8384.0,2022-04-03,1.0,1.0,2.0
LIMA,HUARAL,194375.0,1.94375,14954.0,2022-04-03,3.0,3.0,6.0
